ano,local,autor,titulo,link
2024,Montréal,Seth Eliot,DevOps in the Cloud: Case Studies of Amazon.com teams and their resilient architectures,https://devopsdays.org/events/2024-montreal/program/seth-eliot
2024,Montréal,Yishai Beeri,A DORA Metrics Adventure in Deciphering Engineering Changes,https://devopsdays.org/events/2024-montreal/program/yishai-beeri
2024,Montréal,Leon Adato,Technical Empathy,https://devopsdays.org/events/2024-montreal/program/leon-adato2
2024,Montréal,"Adriana Villela, Renata Rocha","Beyond Platform Engineering: Engineering the Past, Hacking the Present, Transforming the Future",https://devopsdays.org/events/2024-montreal/program/adriana-villela
2024,Montréal,Alexandre Walsh,Le business case de la livraison continue,https://devopsdays.org/events/2024-montreal/program/alexandre-walsh
2024,Houston,Andrew Clay Shafer,"Keynote: DevOps, the Universe and Everything",https://devopsdays.org/events/2024-houston/program/andrew-clay-shafer
2024,Houston,Daniel Watrous,Modernizing consumer devices with Google Cloud - Deep Dive into MosquitoMax's story,https://devopsdays.org/events/2024-houston/program/daniel-watrous
2024,Houston,Mark Hahn,Security Lifecycle for Cloud Native Applications,https://devopsdays.org/events/2024-houston/program/mark-hahn
2024,Houston,Budhaditya Bhattacharya,How Move.com 100x their developer productivity using a self-service API platform,https://devopsdays.org/events/2024-houston/program/budhaditya-bhattacharya
2024,Houston,Annie Hodgkins,How to Build Effective Platform Engineering Teams to Accelerate Delivery Outcomes,https://devopsdays.org/events/2024-houston/program/annie-hodgkins
2024,Houston,Michel Schildmeijer,Which Vault? Don't tell me your secret(s)!,https://devopsdays.org/events/2024-houston/program/michel-schildmeijer
2024,Houston,Leon Adato,"""Network Observability"" Overlooked, Underappreciated, and More Important Than Ever",https://devopsdays.org/events/2024-houston/program/leon-adato
2024,Houston,Christopher Pope,Accelerating AI: Pillars and Pitfalls of ML Ops,https://devopsdays.org/events/2024-houston/program/christopher-pope
2024,Houston,Lee Barnes,Continuous Performance Testing in DevOps,https://devopsdays.org/events/2024-houston/program/lee-barnes
2024,Houston,Danesh Manoharan,Unlocking Supercomputing Power with GKE,https://devopsdays.org/events/2024-houston/program/danesh-manoharan
2024,Houston,Sean Casey,Guarding the Digital Realm: Defending Against Software Supply Chain Threats and AI-Induced Deception,https://devopsdays.org/events/2024-houston/program/sean-casey
2024,Houston,Asaf Blubshtein,The IaC Tooling Face-off for Modern Cloud Native Ops,https://devopsdays.org/events/2024-houston/program/asaf-blubshtein
2024,Houston,"Divine Odazie, Jubril Oyetunji",Kubernetes at Scale: Going Multi-Cluster with Istio Service Mesh,https://devopsdays.org/events/2024-houston/program/divine-odazie
2024,Houston,Eric Reeves,"Platform, Inc. - DevOps as a Business",https://devopsdays.org/events/2024-houston/program/eric-reeves
2024,Houston,Ruchir Jha,How to objectively measure the ROI of your Observability Stack?,https://devopsdays.org/events/2024-houston/program/ruchir-jha
2024,Sibiu,Mihai Satmarean,DevOps Presentation: concepts and key advantages,https://devopsdays.org/events/2024-sibiu/program/mihai-satmarean
2024,Sibiu,Danny Afahounko,Building the Future of DevOps: A Multi-Cloud Internal Developer Platform,https://devopsdays.org/events/2024-sibiu/program/danny-afahounko
2024,Sibiu,Alejandro Betancor,Securing the Software Supply Chain in the Age of AI,https://devopsdays.org/events/2024-sibiu/program/alejandro-betancor
2024,Sibiu,Constantin Adrian Stanila,Monitoring and Configuration Management in DevOps,https://devopsdays.org/events/2024-sibiu/program/constantin-adrian-stanila
2024,Amsterdam,Sara Gerion,Reflecting on the Promise of Meritocracy in Tech: Ladders of Opportunity and Ceilings of Constraint,https://devopsdays.org/events/2024-amsterdam/program/keynote-sara-gerion
2024,Amsterdam,"Onno Ceelen, Roy Triesscheijn",Platform Engineering at bol.: Unveiling Insights from Adopting a Web Portal,https://devopsdays.org/events/2024-amsterdam/program/onno-ceelen-roy-triesscheijn
2024,Amsterdam,Jeremy Meiss,Developer Experience is central to DevOps success,https://devopsdays.org/events/2024-amsterdam/program/jeremy-meiss
2024,Amsterdam,Coté,Developer productivity is waste,https://devopsdays.org/events/2024-amsterdam/program/cote
2024,Amsterdam,"Marcy, Stéphane Cusin",Dialogue-Driven Development: The Human Essence of Platform Engineering,https://devopsdays.org/events/2024-amsterdam/program/marcy-stephane-cusin
2024,Amsterdam,Matteo Bianchi,Platform Engineering's Inferno,https://devopsdays.org/events/2024-amsterdam/program/matteo-bianchi
2024,Amsterdam,"Henk van der Schuur, Hugo Trippaers",Adding Soul to the System: Our Strive for DevOps Significance,https://devopsdays.org/events/2024-amsterdam/program/henk-van-der-schuur-hugo-trippaers
2024,Amsterdam,Gerald Benischke,Love Letter to Legacy,https://devopsdays.org/events/2024-amsterdam/program/gerald-benischke
2024,Amsterdam,Sasha Czarkowski (Rosenbaum),Failing to Learn vs Learning to Fail,https://devopsdays.org/events/2024-amsterdam/program/keynote-sasha-rosenbaum
2024,Amsterdam,Feu Mourek,Innovation Incubator - Our DevOps Training Blueprint,https://devopsdays.org/events/2024-amsterdam/program/feu-mourek
2024,Amsterdam,Luc van Donkersgoed,Standing on the Shoulders of Giants - Embracing Serverless in the Enterprise,https://devopsdays.org/events/2024-amsterdam/program/luc-van-donkersgoed
2024,Amsterdam,Marcel Kornegoor,IT & The Second Law of Thermodynamics,https://devopsdays.org/events/2024-amsterdam/program/marcel-kornegoor
2024,Amsterdam,Katie Schilling,Nerd Sniping: What xkcd taught me about Management,https://devopsdays.org/events/2024-amsterdam/program/katie-schilling
2024,Amsterdam,Yishai Beeri,How Can Engineering Leaders Measure the Impact of GenAI,https://devopsdays.org/events/2024-amsterdam/program/yishai-beeri
2024,Amsterdam,Tyko Kieskamp,Cloud-native warehouse automation: how Picnic pushes the boundaries of the cloud,https://devopsdays.org/events/2024-amsterdam/program/tyko-kieskamp
2024,Amsterdam,Amber Vanderburg,How to Effectively Communicate Technical Ideas to Non-Technical Audiences,https://devopsdays.org/events/2024-amsterdam/program/amber-vanderburg
2024,Juiz de Fora,Rafael Gomex,Melhores práticas na construção e uso dos seus módulos terraform,https://devopsdays.org/events/2024-juiz-de-fora/program/rafael-gomex
2024,Juiz de Fora,Stephanie Chaia Bartels,Domando o Caos: Kyverno – O mestre de cerimônias das suas aplicações,https://devopsdays.org/events/2024-juiz-de-fora/program/stephanie-chaia-bartels
2024,Juiz de Fora,Felipe Rocha,Eficiência Energética na Programação,https://devopsdays.org/events/2024-juiz-de-fora/program/felipe-rocha
2024,Juiz de Fora,Cadu Ribeiro,DevContainers: Facilitando o Setup de Ambientes de Desenvolvimento,https://devopsdays.org/events/2024-juiz-de-fora/program/cadu-ribeiro
2024,Juiz de Fora,Daniel Rodrigues da Silva,KEDA: Escalando suas aplicações baseado em eventos,https://devopsdays.org/events/2024-juiz-de-fora/program/daniel-rodrigues
2024,Juiz de Fora,Francisco Ferreira Cardoso,Quase zero downtime em upgrade de RDS Postgres (Blue/Green),https://devopsdays.org/events/2024-juiz-de-fora/program/francisco-cardoso
2024,Juiz de Fora,Lucas Coelho,Por que você deveria saber ser seu próprio SecOps?,https://devopsdays.org/events/2024-juiz-de-fora/program/lucas-coelho
2024,Juiz de Fora,Cíntia Esteves,DataOps - O que é e porque usar,https://devopsdays.org/events/2024-juiz-de-fora/program/cintia-esteves
2024,Juiz de Fora,Wendel Moreira,Como Terraform pode revolucionar sua infraestrutura,https://devopsdays.org/events/2024-juiz-de-fora/program/wendel-moreira
2024,Juiz de Fora,Alex Salgado,Monitoramento Sintético: Automatizando a Experiência do Usuário para Melhoria Contínua,https://devopsdays.org/events/2024-juiz-de-fora/program/alex-salgado
2024,Juiz de Fora,Natália Granato,IA para DevOps: Kubernetes Superpowers,https://devopsdays.org/events/2024-juiz-de-fora/program/natalia-granato
2024,Juiz de Fora,Brendo Freitas,Docker Scout protegendo a cadeia de fornecimento de Software,https://devopsdays.org/events/2024-juiz-de-fora/program/brendo-freitas
2024,Juiz de Fora,Henrique Cabral,OWASP Top ten CI/CD - Vulnerabilidades mais comuns em Devops,https://devopsdays.org/events/2024-juiz-de-fora/program/henrique-cabral
2024,Juiz de Fora,Alexandre Cabral,Instrumentando uma aplicação Go com OpenTelemetry,https://devopsdays.org/events/2024-juiz-de-fora/program/alexandre-cabral
2024,Nashville,John Willis,Keynote Day One,https://devopsdays.org/events/2024-nashville/program/john-willis
2024,Nashville,Victor Hernandez,Conversations - A Crucial Element to Invigorate your DevOps Practice,https://devopsdays.org/events/2024-nashville/program/victor-hernandez
2024,Nashville,Tyler Welton,How to Smoke a Pipeline,https://devopsdays.org/events/2024-nashville/program/tyler-welton
2024,Nashville,Josh Lee,Modern Application Debugging: An Intro to OpenTelemetry,https://devopsdays.org/events/2024-nashville/program/josh-lee
2024,Nashville,Khushi Yadav,Lazy Genius DevOps: Innovating Effortless Solutions with Digital Charm,https://devopsdays.org/events/2024-nashville/program/khushi-yadav
2024,Nashville,Dan Cook,Drawing Insights: Software Development Lessons from XKCD,https://devopsdays.org/events/2024-nashville/program/dan-cook
2024,Nashville,Baruch Sadogursky,DevOps Reframed: Embracing the Path to Developer Productivity Engineering,https://devopsdays.org/events/2024-nashville/program/baruch-sadogursky
2024,Nashville,Shannon C. Ryan,Navigating the Digital Evolution: A Technologist's Guide to Thriving in the Age of Innovation,https://devopsdays.org/events/2024-nashville/program/shannon-ryan
2024,Nashville,Vijay Ramamurthy,Microservices and Multiple Sources of Truth: It’s Not Your Fault,https://devopsdays.org/events/2024-nashville/program/vijay-ramamurthy
2024,Nashville,Camilla Martins,"DevOps: Beyond Tools, Did We Forget About Culture?",https://devopsdays.org/events/2024-nashville/program/camilla-martins
2024,Nashville,Peter Zaitsev,Troubleshooting Microservice Architectures,https://devopsdays.org/events/2024-nashville/program/peter-zaitsev
2024,Nashville,Anne Garcia Hodgkins,How to Showcase Engineering Initiatives to an Executive Audience,https://devopsdays.org/events/2024-nashville/program/anne-garciahodgkins
2024,Nashville,Hareesh Iyer,Chaos Engineering in Action: Practical Techniques for Building Fault-Tolerant Systems,https://devopsdays.org/events/2024-nashville/program/hareesh-iyer
2024,Nashville,Gwyneth Allwright,Escaping the Legacy Infrastructure Labyrinth,https://devopsdays.org/events/2024-nashville/program/gwyneth-allwright
2024,Nashville,Justin Reock,"Lightning Talk: DevOps, 12-Factor, and Platform Engineering",https://devopsdays.org/events/2024-nashville/program/justin-reock
2024,Nashville,Akash Bhaskar,Zero to Hero - NetDevOps!,https://devopsdays.org/events/2024-nashville/program/akash-bhaskar
2024,Nashville,Jurnell Cockhren,The Future of DevOps is R&D and DevEx,https://devopsdays.org/events/2024-nashville/program/jurnell-cockhren
2024,Nashville,Elizabeth Stephens,Digital Safeguards: Your Essential Blueprint for Navigating Cyber Threats,https://devopsdays.org/events/2024-nashville/program/elizabeth-stephens
2024,Minneapolis,Ian Coldwater,Keynote: To the Root,https://devopsdays.org/events/2024-minneapolis/program/ian-coldwater
2024,Minneapolis,Jam Leomi,"Vulnerability Management: The Bad, The Ugly, and the Good",https://devopsdays.org/events/2024-minneapolis/program/jam-leomi
2024,Minneapolis,"Shilad Sen, Susan Fox",Transforming Computer Science Education for the Future,https://devopsdays.org/events/2024-minneapolis/program/shilad-sen-susan-fox
2024,Minneapolis,Corwin Diamond,Shell Script 101,https://devopsdays.org/events/2024-minneapolis/program/corwin-diamond
2024,Minneapolis,Jenessa Petersen,Back to the Basics: Authentication and Authorization 101,https://devopsdays.org/events/2024-minneapolis/program/jenessa-petersen
2024,Minneapolis,Xe Iaso,Scaling a social network on a whiteboard,https://devopsdays.org/events/2024-minneapolis/program/xe-iaso
2024,Minneapolis,Steve Jones,Best Practices for Seamless Database Deployments,https://devopsdays.org/events/2024-minneapolis/program/steve-jones
2024,"Birmingham, AL",Michael Kosir,Vault Workshop,https://devopsdays.org/events/2024-birmingham-al/program/michael-kosir
2024,"Birmingham, AL",Aleksandra Lemańska,"If NASA Did It, Why Tech World Can't? PCM Algorithm To Deal With People",https://devopsdays.org/events/2024-birmingham-al/program/aleksandra-lema%c5%84ska-workshop
2024,"Birmingham, AL",Sundaresh R Iyer,Build your own project blueprint using Amazon CodeCatalyst,https://devopsdays.org/events/2024-birmingham-al/program/sundaresh-r-iyer
2024,"Birmingham, AL",Matt Meyer,Low Code Generative AI - Overview of Development in Microsoft CoPilot Studio,https://devopsdays.org/events/2024-birmingham-al/program/matt-meyer
2024,"Birmingham, AL",Steve Hallman,How long does it take to write a name? Surprises in estimation problems,https://devopsdays.org/events/2024-birmingham-al/program/steve-hallman
2024,"Birmingham, AL",Ken Mugrage,Making strategic technology choices in a fast moving world,https://devopsdays.org/events/2024-birmingham-al/program/ken-mugrage
2024,"Birmingham, AL",Mauro Morales,Creating Immutable Infrastructures with Kairos,https://devopsdays.org/events/2024-birmingham-al/program/mauro-morales
2024,"Birmingham, AL",Dan Cook,Put your mask on first: Surviving in a land of information overload,https://devopsdays.org/events/2024-birmingham-al/program/dan-cook
2024,"Birmingham, AL",Ben Goodman,A successful platform is an opinionated platform,https://devopsdays.org/events/2024-birmingham-al/program/ben-goodman
2024,"Birmingham, AL","Gokul Sarangaraju, Ravi Thakur",Mastering AWS Cost Optimization: Real-world technical and operational cost-saving best practices,https://devopsdays.org/events/2024-birmingham-al/program/gokul-sarangaraju
2024,"Birmingham, AL",Chad McElligott,Cultivating DevOps at Startup Scale: A Staff Engineer’s Journey,https://devopsdays.org/events/2024-birmingham-al/program/chad-mcelligott
2024,"Birmingham, AL",Will Blackburn,What Generative AI Means for DevOps,https://devopsdays.org/events/2024-birmingham-al/program/will-blackburn
2024,"Birmingham, AL",Dwayne McDaniel,Stand Up Straight - Security Posture And You,https://devopsdays.org/events/2024-birmingham-al/program/dwayne-mcdaniel
2024,"Birmingham, AL",David Hawthorne,Delivering Value through DevSecOps: A Post-Incident Review,https://devopsdays.org/events/2024-birmingham-al/program/david-hawthorne
2024,"Birmingham, AL",Steve Hallman,Use Queuing Theory to Your Advantage,https://devopsdays.org/events/2024-birmingham-al/program/steve-hallman-talk
2024,"Birmingham, AL",Seth Hollingsead,Haystacks Tech CLI Automation,https://devopsdays.org/events/2024-birmingham-al/program/seth-hollingsead
2024,Rio de Janeiro,Andreza Alves Rocha,Criando um Legado que Transforma o Mundo,https://devopsdays.org/events/2024-rio-de-janeiro/program/andreza-alves-rocha
2024,Rio de Janeiro,Daniel Nascimento,Implementando o Cilium no seu Cluster Kubernetes,https://devopsdays.org/events/2024-rio-de-janeiro/program/daniel-nascimento
2024,Rio de Janeiro,Elias Santos,DevSecOps: Segurança desde o Primeiro Commit,https://devopsdays.org/events/2024-rio-de-janeiro/program/elias-santos
2024,Rio de Janeiro,Roberta Brandão,Como a Cultura Devops pode impactar FinOps no seu ambiente,https://devopsdays.org/events/2024-rio-de-janeiro/program/roberta-brandao
2024,Rio de Janeiro,Cíntia Esteves,DataOps - O que é e porque usar,https://devopsdays.org/events/2024-rio-de-janeiro/program/cintia-esteves
2024,Rio de Janeiro,Daniel Baptista Dias,Observabilidade ao Resgate! Monitorando e testando APIs com Open Telemetry,https://devopsdays.org/events/2024-rio-de-janeiro/program/daniel-baptista-dias
2024,Rio de Janeiro,Lanay Marques Cardoso,"Jornada do SRE e DevOps Engineer: Passado, presente e futuro para Platform Engineer",https://devopsdays.org/events/2024-rio-de-janeiro/program/lanay-marques-cardoso
2024,Rio de Janeiro,Daniel Silva,Chaos Mesh,https://devopsdays.org/events/2024-rio-de-janeiro/program/daniel-silva
2024,Rio de Janeiro,Alice de Nazaré Gomes da Paixão,Do Conceito à Realidade: Utilizando Métricas na Engenharia de DevOps e SRE para Impulsionar a Qualidade,https://devopsdays.org/events/2024-rio-de-janeiro/program/alice-de-nazare-gomes-da-paixao
2024,Rio de Janeiro,Andre Fernandes,Engenharia de Plataforma - Lições das trincheiras,https://devopsdays.org/events/2024-rio-de-janeiro/program/andre-fernandes
2024,Rio de Janeiro,Claudia Charro,Explorando os Altos e Baixos: Como os (In)Sucessos Moldaram Minha Carreira em TI,https://devopsdays.org/events/2024-rio-de-janeiro/program/claudia-charro
2024,Global Organiser Summit,Rich Boyd,Everything You Wanted to Know About Venue Selection But Were Afraid to Ask,https://devopsdays.org/events/2024-organiser-summit/program/everything-you-wanted-to-know-about-venue-selection-but-were-afraid-to-ask
2024,Global Organiser Summit,Daniel Maher,"How to DevOpsDays: Planning, Sponsors, and more!",https://devopsdays.org/events/2024-organiser-summit/program/how-to-devopsdays--planning-sponsors-and-more!
2024,Global Organiser Summit,Jason Yee,Getting Sponsors: An events marketing primer,https://devopsdays.org/events/2024-organiser-summit/program/getting-sponsors--an-events-marketing-primer
2024,Global Organiser Summit,"Dirk Lehmann, Nadine Broghammer",DevOpsDays Zürich: Bigger is not always better,https://devopsdays.org/events/2024-organiser-summit/program/devopsdays-z%c3%bcrich--bigger-is-not-always-better
2024,Global Organiser Summit,"Rafael Gomes, Camilla Martins","DevOpsDays in Brazil, from the first DoD to top2",https://devopsdays.org/events/2024-organiser-summit/program/devopsdays-in-brazil-from-the-first-dod-to-top2
2024,Global Organiser Summit,Toshaan Bharvani,Using FOSS tooling for your conference,https://devopsdays.org/events/2024-organiser-summit/program/using-foss-tooling-for-your-conference
2024,15 year anniversary celebration: Antwerp,"Nathen Harvey, Daniel Maher",Welcome to DevOpsDays 15 years Anniversary Edition,https://devopsdays.org/events/2024-antwerp/program/welcome-to-devopsdays-15th
2024,15 year anniversary celebration: Antwerp,Steve Pereira,Wiring for Flow,https://devopsdays.org/events/2024-antwerp/program/wiring-for-flow
2024,15 year anniversary celebration: Antwerp,Manuel Pais,Fast Flow: Blockers and Pitfalls,https://devopsdays.org/events/2024-antwerp/program/fast-flow--blockers-and-pitfalls
2024,15 year anniversary celebration: Antwerp,Nathen Harvey,A Decade with DORA,https://devopsdays.org/events/2024-antwerp/program/a-decade-with-dora
2024,15 year anniversary celebration: Antwerp,Brit Myers,DevOps is not a Factory,https://devopsdays.org/events/2024-antwerp/program/devops-is-not-a-factory
2024,15 year anniversary celebration: Antwerp,Michael Ducy,DevSecOops: 15 years of DevOps and patching is still horrible (but should you care?),https://devopsdays.org/events/2024-antwerp/program/devsecoops--15-years-of-devops-and-patching-is-still-horrible-but-should-you-care-
2024,15 year anniversary celebration: Antwerp,"Nicolò Cambiaso, Rhea Arora",Platform Engineering Is Not About Tech,https://devopsdays.org/events/2024-antwerp/program/platform-engineering-is-not-about-tech
2024,15 year anniversary celebration: Antwerp,Sasha Czarkwoski (Rosenbaum),Failing to Learn vs Learning to Fail,https://devopsdays.org/events/2024-antwerp/program/failing-to-learn-vs-learning-to-fail
2024,15 year anniversary celebration: Antwerp,John Willis,Deming to DevOps (Revisited 2024),https://devopsdays.org/events/2024-antwerp/program/deming-to-devops-revisited-2024
2024,15 year anniversary celebration: Antwerp,Patrick Debois,"AI, You complete me",https://devopsdays.org/events/2024-antwerp/program/ai-you-complete-me
2024,15 year anniversary celebration: Antwerp,Paulina Dubas,Green Code on the Cloud: Integrating Sustainability into DevOps Practices,https://devopsdays.org/events/2024-antwerp/program/green-code-on-the-cloud--integrating-sustainability-into-devops-practices
2024,15 year anniversary celebration: Antwerp,Dirk Lehmann,Platform Engineering XXL,https://devopsdays.org/events/2024-antwerp/program/platform-engineering-xxl
2024,15 year anniversary celebration: Antwerp,Ikuo Odanaka,Evolving DevOps Teams and Flexible Organizational Culture,https://devopsdays.org/events/2024-antwerp/program/evolving-devops-teams-and-flexible-organizational-culture
2024,15 year anniversary celebration: Antwerp,Mandi Walls,Culture is still a challenge,https://devopsdays.org/events/2024-antwerp/program/culture-is-still-a-challenge
2024,Vilnius,Kris Buytaert,"15 years of #devops , but what did we really learn ?",https://devopsdays.org/events/2024-vilnius/program/kris-buytaert
2024,Vilnius,Magnus Kulke,Confidential Computing from (almost) first principle,https://devopsdays.org/events/2024-vilnius/program/magnus-kulke
2024,Vilnius,Edgaras Apšega,How CNCF Tools Safeguard Releases,https://devopsdays.org/events/2024-vilnius/program/edgaras-apsega
2024,Vilnius,Denys Kondratenko,Open Source Ecosystem for ClickHouse on Kubernetes,https://devopsdays.org/events/2024-vilnius/program/denys-kondratenko
2024,Vilnius,Mandi Walls,Culture is Still a Challenge,https://devopsdays.org/events/2024-vilnius/program/mandi-walls
2024,Vilnius,Marit Nieuwboer,Empowering DevOps Teams: The value of Platform Engineering,https://devopsdays.org/events/2024-vilnius/program/marit-nieuwboer
2024,Vilnius,Grzegorz Kalwig,"It was DNS, EKS edition",https://devopsdays.org/events/2024-vilnius/program/grzegorz-kalwig
2024,Vilnius,Radu Matei,Add WebAssembly workloads in Kubernetes with SpinKube,https://devopsdays.org/events/2024-vilnius/program/radu-matei
2024,Vilnius,Nicolas Fränkel,Practical introduction to OpenTelemetry tracing,https://devopsdays.org/events/2024-vilnius/program/nicolas-frankel
2024,Vilnius,Ilya Roslyakov,Evolving from Software Engineer to Lead of Leads of Leads,https://devopsdays.org/events/2024-vilnius/program/ilya-roslyakov
2024,Belo Horizonte,Keynote: Ana Cunha,Elevando o suporte da comunidade com automação de IA,https://devopsdays.org/events/2024-belo-horizonte/program/ana-cunha
2024,Belo Horizonte,Fabio Viana,Vianabot: Entenda como um Chatbot Transformou a Experiência das Equipes de Tecnologia da Hotmart,https://devopsdays.org/events/2024-belo-horizonte/program/fabio-viana
2024,Belo Horizonte,Stephanie Chaia,Do dente a cloud - transição de carreira,https://devopsdays.org/events/2024-belo-horizonte/program/stephanie-chaia
2024,Belo Horizonte,Tiago Miguel Reichert,Engenharia de Plataforma com Kubernetes: DevOps para Aplicações Multi-tenant,https://devopsdays.org/events/2024-belo-horizonte/program/tiago-miguel
2024,Belo Horizonte,Tulio Carvalhais,FinOps aprenda a otimizar seus custos na nuvem,https://devopsdays.org/events/2024-belo-horizonte/program/tulio-carvalhais
2024,Belo Horizonte,André Brandão,DevOps com Inteligência Emocional - excelente combinação,https://devopsdays.org/events/2024-belo-horizonte/program/andre-brandao
2024,Belo Horizonte,Gustavo Fagundes,Opentelemetry uma visão para além da implementação,https://devopsdays.org/events/2024-belo-horizonte/program/gustavo-fagundes
2024,Belo Horizonte,Sulamita Dantas,Banco de Dados em Contêineres,https://devopsdays.org/events/2024-belo-horizonte/program/sulamita-dantas
2024,Belo Horizonte,Camilla Martins,Ambiente seguro para deploy com Terraform e Aquasec,https://devopsdays.org/events/2024-belo-horizonte/program/camila-martins
2024,Denver,Jason Hand,Charting the Devops Multiverse,https://devopsdays.org/events/2024-denver/program/jason-hand
2024,Denver,Tara Walton,Dungeons & Dragons: Becoming the Hero of the Sprint,https://devopsdays.org/events/2024-denver/program/tara-walton
2024,Denver,Tom Hastings,Patch and Breach: Traditional Security == Pwn3d,https://devopsdays.org/events/2024-denver/program/tom-hastings
2024,Denver,Alex Wise,She's About to Blow: Managing Overload in DevOps Organizations,https://devopsdays.org/events/2024-denver/program/alex-wise
2024,Denver,Cory Watson,Rethinking On-Call,https://devopsdays.org/events/2024-denver/program/cory-watson
2024,Denver,Jessica Kerr,Experimenting in a Sociotechnical System,https://devopsdays.org/events/2024-denver/program/jessica-kerr
2024,Denver,Matthew Arnow,Pay the Maintainers: xz utils Hack Highlights the Dangers of OSS Maintainer Burnout,https://devopsdays.org/events/2024-denver/program/matthew-arnow
2024,Denver,Rae Krantz,The 5 Stages of Being Laid Off,https://devopsdays.org/events/2024-denver/program/rae-krantz
2024,Denver,Matt Kuritz,How we Won the Super Bowl (Commercials),https://devopsdays.org/events/2024-denver/program/matt-kuritz
2024,Portugal,Heather Thacker,DevOps vs. Platform Engineering: Navigating the Path Ahead,https://devopsdays.org/events/2024-portugal/program/heather-thacker
2024,Portugal,Manuel Pais,From Fragile to Antifragile Internal Platforms,https://devopsdays.org/events/2024-portugal/program/manuel-pais
2024,Portugal,João Martins,Paved Roads and Guardrails: Enabling Speed and Security in Platform Engineering,https://devopsdays.org/events/2024-portugal/program/joao-martins
2024,Portugal,Kateryna Hrytsaienko,Speed Up Microservice Setup with Composable Approach,https://devopsdays.org/events/2024-portugal/program/katheryna-hrytsaienko
2024,Portugal,Jeremy Meiss,Streamlining Developer Experience: The Power of CI/CD Standardization and Interoperability,https://devopsdays.org/events/2024-portugal/program/jeremy-meiss
2024,Portugal,Teresa Roque,Unlocking Digital Transformation - Insights from building an IDP,https://devopsdays.org/events/2024-portugal/program/teresa-roque
2024,Portugal,Daniel Requena,Walking the minefield of Service Mesh,https://devopsdays.org/events/2024-portugal/program/daniel-requena
2024,Portugal,Nuno Ribeiro,"Well, it works on my machine! How we can avoid push and pray by using Dagger",https://devopsdays.org/events/2024-portugal/program/nuno-ribeiro
2024,Portugal,Valarie Regas,The Product Doesn't Develop Itself: A Business Case for Taking Care of Engineers,https://devopsdays.org/events/2024-portugal/program/valarie-regas
2024,London,Patrick Debois,"AI, You complete me",https://devopsdays.org/events/2024-london/program/patrick-debois
2024,London,Heather Thacker,DevOps and Baking,https://devopsdays.org/events/2024-london/program/heather-thacker
2024,London,Adrienne Braganza Tacke,👍 Looks GREAT To Me: Getting Past Bare Minimum Code Reviews,https://devopsdays.org/events/2024-london/program/adrienne-braganza-tacke
2024,London,Sorrel Harriet,An engineer’s toolkit for continuous learning,https://devopsdays.org/events/2024-london/program/sorrel-harriet
2024,London,"Andreia Otto, Ravikanth Mogulla",Navigating the Transition: SRE Challenges and Highlights in Shifting from Monolith to Microservices at adidas e-commerce,https://devopsdays.org/events/2024-london/program/andreia-otto
2024,London,Rob Lazzurs,DevOps: Supporting aircraft from hanger to take-off,https://devopsdays.org/events/2024-london/program/rob-lazzurs
2024,London,Ashley Sawatsky,Making Better Decisions in Incidents (Why Playbooks Aren’t the Answer),https://devopsdays.org/events/2024-london/program/ashley-sawatsky
2024,London,Matthew Skelton,"DevOps Topologies 10 years on: what have we learned about silos, collaboration, and flow?",https://devopsdays.org/events/2024-london/program/matthew-skelton
2024,Cáceres,Platform ROI CalculatorMaría Isabel Martín Serrano (Thoughtworks)EnglishIntermediateTalk descriptionDescriptionHow much platform adoption would increase if we could calculate and showcase upfront our platform ROI? In this talk,"we will build together a Platform ROI calculator.Unlike traditional products, platform require an initial resource investment to be used and the value they deliver it is often times not understood. This can be the biggest barrier for their adoption.In this talk, we will explore together what is the investment required to start using our platform and what is the value delivered in return.FormatWhere the idea comes fromThe ROI calculator: Input, formula, and resultThe challengesAdditional ways to showcase platform value and impactROI calculator mock upClosing thoughtsAbout the speakerI am an individual immensely passionate about Technology. I started my career working in a platform team building the core of CASTOR at CERN, the largest file system at the time. Ever since, my career has been nearly always linked to the platform world. I now work as Technical Product Manager at Thoughtworks, helping teams to bring Product Thinking to the Platform space.",https://devopsdays.org/events/2024-caceres/program/platform-roi
